CompanyÂ _(Maker-if_known),Specific_Bean_Origin_or_Bar_Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating
137,69,252,2008,71.0,32,2.75
138,378,1662,2015,70.0,19,3.75
138,379,439,2009,60.5,19,2.75
138,380,439,2009,70.0,19,3.0
138,381,206,2008,74.0,19,2.5
138,382,206,2008,58.0,19,2.5
138,383,206,2008,61.0,19,3.0
138,384,32,2006,70.0,19,2.75
139,385,1137,2013,60.0,33,2.75
139,385,1137,2013,70.0,33,3.25
140,199,1450,2015,79.0,21,3.0
140,21,1454,2015,78.0,21,3.5
141,386,1916,2016,75.0,1,3.25
142,278,565,2010,80.0,7,3.25
143,387,1205,2014,70.0,0,3.25
143,388,1209,2014,80.0,0,3.0
143,389,1209,2014,74.0,0,3.25
144,204,903,2012,70.0,1,2.75
144,390,414,2009,65.0,1,2.0
144,150,423,2009,81.0,1,3.5
144,391,431,2009,74.0,1,2.75
144,51,252,2008,72.0,1,3.0
145,392,666,2011,55.0,1,2.5
145,64,666,2011,55.0,1,2.5
145,60,666,2011,70.0,1,2.5
145,393,666,2011,62.0,1,2.75
145,394,672,2011,62.0,1,2.5
146,56,1275,2014,80.0,1,3.0
146,53,1275,2014,80.0,1,3.5
146,57,1275,2014,80.0,1,3.75
147,395,565,2010,75.0,1,2.75
148,396,1732,2016,76.0,34,3.0
148,50,1736,2016,76.0,34,2.5
148,87,1736,2016,76.0,34,2.75
149,63,494,2010,58.0,5,3.5
149,397,105,2006,62.0,5,2.0
149,184,105,2006,74.0,5,3.0
149,398,48,2006,64.0,5,3.0
149,399,48,2006,65.0,5,3.0
149,253,48,2006,72.0,5,3.5
149,400,56,2006,68.0,5,4.0
150,195,1283,2014,65.0,1,2.25
150,57,1283,2014,80.0,1,3.0
150,57,1283,2014,70.0,1,3.25
150,57,1287,2014,85.0,1,2.5
151,401,1267,2014,72.0,12,2.75
152,57,1776,2016,70.0,18,2.75
152,195,1776,2016,80.0,18,2.75
153,155,1772,2016,70.0,35,2.75
153,402,1776,2016,75.0,35,3.5
153,403,1776,2016,67.0,35,3.75
154,277,1355,2014,70.0,19,3.5
154,51,1355,2014,70.0,19,3.75
154,404,911,2012,70.0,19,3.75
154,7,915,2012,60.0,19,3.5
155,94,1538,2015,70.0,15,3.5
155,405,1538,2015,75.0,15,3.5
155,33,1542,2015,80.0,15,3.0
155,52,1351,2014,60.0,15,3.5
155,11,1351,2014,65.0,15,3.5
156,406,1940,2017,70.0,1,3.5
156,89,1634,2015,73.0,1,3.5
156,407,1209,2014,80.0,1,3.0
156,408,1295,2014,68.0,1,3.25
156,409,1042,2013,66.0,1,3.5
156,410,883,2012,70.0,1,2.5
156,409,883,2012,61.0,1,3.5
156,411,887,2012,81.0,1,2.0
156,276,781,2011,70.0,1,3.5
156,149,785,2011,65.0,1,3.5
157,412,1383,2014,70.0,1,3.0
157,413,1383,2014,70.0,1,3.5
157,414,1383,2014,70.0,1,3.5
157,415,1387,2014,70.0,1,3.5
157,416,1030,2013,72.0,1,3.25
157,417,1081,2013,72.0,1,3.75
157,418,1117,2013,70.0,1,3.75
157,419,1149,2013,70.0,1,4.0
157,420,899,2012,69.0,1,3.5
157,421,899,2012,69.0,1,3.5
157,422,915,2012,74.0,1,4.0
157,423,927,2012,69.0,1,4.0
157,424,931,2012,69.0,1,3.0
157,425,636,2011,74.0,1,2.75
157,426,642,2011,70.0,1,3.25
157,427,642,2011,72.0,1,3.5
157,428,642,2011,70.0,1,3.5
157,429,682,2011,74.0,1,2.75
157,430,682,2011,72.0,1,3.25
157,431,688,2011,74.0,1,3.0
157,432,745,2011,76.0,1,3.25
157,433,745,2011,70.0,1,4.0
157,434,370,2009,80.0,1,2.75
157,435,370,2009,70.0,1,3.0
157,436,370,2009,70.0,1,3.25
157,437,370,2009,65.0,1,3.5
158,438,1912,2016,70.0,36,3.5
159,439,1680,2015,60.0,36,3.0
159,439,1680,2015,85.0,36,3.25
159,439,1259,2014,70.0,36,3.5
159,440,1034,2013,70.0,36,3.25
159,441,1034,2013,70.0,36,3.5
159,442,895,2012,70.0,36,3.25
159,443,899,2012,70.0,36,3.25
159,444,899,2012,70.0,36,3.25
159,445,923,2012,70.0,36,3.75
159,446,623,2011,70.0,36,3.25
159,363,623,2011,70.0,36,3.5
159,367,623,2011,70.0,36,3.5
160,447,1780,2016,74.0,1,3.75
160,448,1780,2016,74.0,1,4.0
160,191,1347,2014,70.0,1,3.75
160,266,1359,2014,76.0,1,3.0
160,149,1046,2013,70.0,1,3.75
160,90,1185,2013,75.0,1,3.0
160,21,863,2012,70.0,1,2.5
160,449,753,2011,66.0,1,3.25
160,94,781,2011,70.0,1,3.0
161,450,1367,2014,85.0,1,2.5
162,451,1642,2015,65.0,16,3.25
162,452,1642,2015,70.0,16,4.0
162,453,1646,2015,70.0,16,3.5
162,453,1646,2015,80.0,16,3.5
162,451,1646,2015,75.0,16,3.5
163,454,1848,2016,70.0,1,3.5
163,110,1672,2015,66.0,1,3.0
164,455,1924,2016,77.0,1,2.75
164,456,1924,2016,77.0,1,3.25
164,457,1924,2016,77.0,1,3.25
165,458,741,2011,72.0,37,3.0
166,459,15,2006,70.0,12,2.5
167,11,1896,2016,70.0,21,3.5
168,63,494,2010,82.0,38,3.25
168,63,363,2009,60.0,38,2.75
168,63,241,2008,71.0,38,2.5
169,253,355,2009,64.0,10,3.0
169,52,355,2009,64.0,10,3.0
169,460,355,2009,64.0,10,3.0
169,461,355,2009,76.0,10,3.0
169,193,355,2009,64.0,10,3.25
170,462,1602,2015,70.0,1,3.75
170,93,1053,2013,65.0,1,2.75
170,249,1053,2013,65.0,1,2.75
170,62,1053,2013,65.0,1,3.25
170,53,1053,2013,65.0,1,3.5
170,463,654,2011,72.0,1,2.75
170,464,654,2011,61.0,1,3.25
170,465,654,2011,72.0,1,3.25
170,64,552,2010,65.0,1,3.0
170,466,316,2009,55.0,1,3.0
170,467,387,2009,91.0,1,3.0
170,468,387,2009,70.0,1,3.5
170,469,259,2008,65.0,1,3.0
170,470,276,2008,64.0,1,3.0
170,51,276,2008,65.0,1,3.5
170,471,147,2007,72.0,1,3.5
170,472,15,2006,65.0,1,3.0
170,7,87,2006,65.0,1,2.5
170,473,87,2006,65.0,1,3.5
170,474,93,2006,65.0,1,3.5
170,475,93,2006,61.0,1,3.5
170,476,99,2006,61.0,1,3.0
171,16,1197,2014,80.0,9,2.75
171,477,1197,2014,74.0,9,2.75
171,57,1197,2014,75.0,9,3.25
171,478,1197,2014,70.0,9,3.5
171,479,1201,2014,65.0,9,2.75
171,480,1201,2014,70.0,9,3.0
171,481,1201,2014,80.0,9,3.0
171,482,1201,2014,66.0,9,3.25
171,483,1205,2014,100.0,9,2.0
172,253,166,2007,77.0,16,2.5
173,484,1327,2014,55.0,3,2.75
173,484,1327,2014,70.0,3,3.0
174,485,701,2011,70.0,13,3.0
175,486,1808,2016,85.0,1,3.25
175,487,1696,2015,67.0,1,3.0
175,488,1700,2015,77.0,1,3.5
175,489,1700,2015,74.0,1,3.5
176,21,1876,2016,64.0,16,2.75
177,490,1748,2016,70.0,1,3.25
178,491,1748,2016,74.0,1,3.5
179,492,1239,2014,67.0,1,3.5
179,493,1243,2014,67.0,1,3.0
179,494,1243,2014,67.0,1,3.75
179,495,1243,2014,67.0,1,3.75
180,496,1744,2016,72.0,1,3.5
181,497,1744,2016,70.0,1,3.5
182,498,1748,2016,77.0,1,3.5
183,499,1744,2016,68.0,1,3.75
183,500,1744,2016,72.0,1,4.0
184,251,1458,2015,57.0,1,2.75
184,58,1462,2015,74.0,1,3.5
185,202,1546,2015,70.0,1,2.75
185,11,1546,2015,74.0,1,3.0
185,58,1546,2015,70.0,1,3.0
185,53,1550,2015,73.0,1,3.25
185,21,1550,2015,70.0,1,3.25
186,501,1712,2016,70.0,22,2.75
186,150,1712,2016,72.0,22,2.75
186,44,1712,2016,75.0,22,3.25
186,502,1712,2016,66.0,22,3.5
187,253,414,2009,80.0,3,2.0
187,233,414,2009,80.0,3,2.5
187,253,414,2009,72.0,3,3.0
187,253,414,2009,58.0,3,3.25
187,233,414,2009,58.0,3,3.5
188,266,1872,2016,70.0,39,2.75
188,402,1466,2015,70.0,39,3.5
188,109,1466,2015,70.0,39,3.5
188,191,1466,2015,70.0,39,3.5
188,503,1466,2015,70.0,39,3.5
188,169,431,2009,70.0,39,2.5
188,504,431,2009,70.0,39,2.75
188,247,431,2009,70.0,39,3.5
188,505,431,2009,75.0,39,3.75
189,506,1327,2014,72.0,31,2.5
190,507,1654,2015,70.0,12,2.75
190,508,1030,2013,70.0,12,4.0
190,509,1113,2013,100.0,12,1.75
191,64,1038,2013,75.0,12,3.0
191,510,1038,2013,80.0,12,3.5
191,288,1065,2013,90.0,12,3.0
191,511,1065,2013,72.0,12,3.0
191,512,1065,2013,82.0,12,3.5
191,513,1109,2013,100.0,12,2.75
191,514,1113,2013,100.0,12,2.5
191,515,1113,2013,100.0,12,2.75
191,109,809,2012,66.0,12,3.5
191,516,623,2011,80.0,12,3.0
191,517,623,2011,65.0,12,3.0
191,518,623,2011,65.0,12,3.25
191,53,552,2010,70.0,12,2.75
191,201,552,2010,70.0,12,3.0
191,17,600,2010,70.0,12,2.75
191,519,245,2008,72.0,12,3.0
191,251,296,2008,80.0,12,2.5
191,202,296,2008,75.0,12,2.75
191,287,300,2008,72.0,12,3.0
192,82,1542,2015,70.0,9,3.5
192,20,1307,2014,70.0,9,3.0
192,520,1311,2014,70.0,9,3.0
192,39,1311,2014,70.0,9,3.0
192,504,1311,2014,70.0,9,3.75
192,521,1387,2014,70.0,9,3.5
192,522,1097,2013,70.0,9,3.25
192,481,1097,2013,70.0,9,3.75
193,523,1085,2013,72.0,5,3.75
193,524,725,2011,72.0,5,3.75
193,525,725,2011,72.0,5,3.75
193,526,729,2011,72.0,5,3.25
193,527,733,2011,72.0,5,3.75
193,528,733,2011,74.0,5,4.0
193,529,737,2011,72.0,5,3.5
193,530,737,2011,70.0,5,4.0
193,531,737,2011,72.0,5,4.0
193,532,737,2011,72.0,5,4.0
194,533,1788,2016,61.0,40,2.5
195,149,821,2012,70.0,1,3.25
195,534,907,2012,70.0,1,2.75
196,535,1255,2014,77.0,1,3.0
197,536,943,2012,72.0,26,2.75
197,537,943,2012,72.0,26,3.0
198,11,1275,2014,72.0,1,3.5
198,21,1279,2014,72.0,1,2.25
198,56,1279,2014,72.0,1,3.25
198,57,1279,2014,72.0,1,3.25
199,538,1542,2015,70.0,1,3.5
199,539,1546,2015,70.0,1,2.75
200,540,5,2006,71.0,1,2.0
201,11,1534,2015,63.0,41,2.75
202,56,1375,2014,70.0,1,3.5
202,11,1375,2014,70.0,1,3.5
202,21,1375,2014,70.0,1,4.0
203,541,1061,2013,70.0,42,3.5
203,542,1069,2013,82.0,42,3.0
203,542,1069,2013,55.0,42,3.25
203,542,1073,2013,62.0,42,3.25
204,21,837,2012,64.0,16,2.5
204,300,387,2009,65.0,16,3.75
205,543,241,2008,70.0,3,3.0
205,544,241,2008,70.0,3,3.5
205,545,245,2008,75.0,3,2.75
205,546,248,2008,85.0,3,2.5
205,547,248,2008,85.0,3,2.75
205,548,248,2008,85.0,3,3.0
205,549,263,2008,75.0,3,2.5
205,549,269,2008,85.0,3,3.0
206,341,404,2009,70.0,0,2.75
206,53,423,2009,80.0,0,2.75
207,550,1133,2013,70.0,1,3.75
208,459,431,2009,72.0,4,2.0
209,551,1251,2014,60.0,1,3.0
210,247,1422,2014,72.0,1,2.5
210,51,1422,2014,72.0,1,2.75
210,56,1422,2014,72.0,1,3.0
210,552,1422,2014,72.0,1,3.25
210,56,1426,2014,90.0,1,3.25
210,68,1426,2014,72.0,1,3.25
210,553,1426,2014,72.0,1,3.25
211,554,1840,2016,70.0,1,3.25
211,555,1852,2016,70.0,1,2.75
211,556,1852,2016,70.0,1,3.75
211,557,1852,2016,70.0,1,3.75
212,251,1359,2014,72.5,1,2.5
212,504,1359,2014,72.5,1,3.0
212,53,1363,2014,72.5,1,2.5
212,11,1363,2014,72.5,1,3.0
213,21,891,2012,74.0,1,3.25
213,12,891,2012,70.0,1,4.0
213,17,927,2012,68.0,1,3.75
213,558,682,2011,74.0,1,3.75
213,63,576,2010,75.0,1,3.25
213,57,576,2010,74.0,1,3.75
213,559,597,2010,71.0,1,3.0
213,11,431,2009,64.0,1,3.5
213,331,451,2009,68.0,1,3.0
214,560,1892,2016,70.0,21,2.25
214,561,1892,2016,70.0,21,2.5
214,562,1892,2016,70.0,21,3.0
214,563,1892,2016,70.0,21,3.0
215,564,1121,2013,74.0,0,2.75
215,565,1145,2013,60.0,0,3.25
215,566,1189,2013,56.0,0,3.25
215,567,891,2012,66.0,0,3.5
215,63,741,2011,68.0,0,3.5
215,568,346,2009,68.0,0,3.25
215,569,346,2009,69.0,0,3.5
215,570,439,2009,60.0,0,3.0
215,571,445,2009,60.0,0,3.75
215,572,230,2008,74.0,0,3.5
216,573,721,2011,72.0,8,2.5
217,574,713,2011,60.0,3,3.25
218,575,1590,2015,75.0,0,2.75
218,576,1590,2015,75.0,0,2.75
218,577,1590,2015,75.0,0,3.0
218,578,1590,2015,75.0,0,3.25
218,579,1594,2015,75.0,0,3.0
218,580,1638,2015,75.0,0,3.5
218,581,1642,2015,75.0,0,3.25
218,582,1642,2015,75.0,0,3.75
218,6,1434,2014,70.0,0,2.75
218,583,1438,2014,68.0,0,2.75
219,66,927,2012,70.0,11,3.5
220,202,327,2009,75.0,1,2.5
221,77,1784,2016,80.0,1,3.5
221,150,833,2012,75.0,1,3.0
221,204,833,2012,75.0,1,3.0
221,193,853,2012,72.0,1,3.0
222,584,1952,2017,70.0,1,3.5
222,585,1952,2017,70.0,1,3.25
222,586,1728,2016,70.0,1,3.25
222,587,1562,2015,70.0,1,3.25
222,588,1562,2015,70.0,1,3.5
222,407,1566,2015,70.0,1,3.0
222,589,1566,2015,70.0,1,3.25
222,73,1566,2015,70.0,1,3.5
222,590,1371,2014,70.0,1,3.5
223,109,1231,2014,71.0,43,3.5
224,11,1856,2016,70.0,43,3.0
225,591,855,2012,65.0,1,3.5
225,592,903,2012,68.0,1,3.5
225,593,903,2012,68.0,1,3.75
225,594,947,2012,75.0,1,2.75
225,595,947,2012,74.0,1,3.0
225,596,947,2012,68.0,1,3.5
226,597,157,2007,85.0,5,3.0
227,195,1049,2013,65.0,18,2.5
228,598,1383,2014,70.0,1,3.75
228,599,1395,2014,65.0,1,3.25
228,599,1395,2014,75.0,1,3.75
228,600,1093,2013,71.0,1,3.0
228,601,1097,2013,72.0,1,3.0
228,602,1097,2013,70.0,1,3.5
229,249,1502,2015,75.0,1,2.0
230,603,552,2010,46.0,20,2.75
230,209,552,2010,60.0,20,3.0
230,604,552,2010,58.0,20,3.0
230,605,552,2010,65.0,20,3.5
231,21,721,2011,70.0,8,1.5
231,21,552,2010,55.0,8,2.25
232,11,284,2008,67.0,44,3.5
232,11,284,2008,70.0,44,3.75
232,11,284,2008,63.0,44,4.0
232,11,288,2008,75.0,44,3.5
233,606,1940,2017,73.0,1,3.5
233,195,1085,2013,70.0,1,2.75
233,12,1085,2013,70.0,1,3.5
233,607,1089,2013,70.0,1,2.75
233,608,1089,2013,70.0,1,2.75
233,609,991,2012,70.0,1,3.25
233,610,995,2012,70.0,1,3.25
233,611,995,2012,70.0,1,3.5
233,612,672,2011,70.0,1,2.5
233,316,693,2011,70.0,1,2.75
233,613,607,2010,72.0,1,2.75
234,340,300,2008,75.0,10,2.0
234,53,308,2008,70.0,10,3.0
234,6,308,2008,70.0,10,3.25
234,201,308,2008,70.0,10,3.75
235,53,531,2010,70.0,10,2.0
236,614,184,2007,75.0,44,2.75
236,615,184,2007,73.0,44,3.5
237,616,1121,2013,65.0,45,3.5
238,617,502,2010,55.0,1,3.5
238,339,311,2009,55.0,1,2.75
239,17,1856,2016,70.0,46,3.0
240,53,1446,2015,74.0,1,2.5
240,21,1219,2014,74.0,1,2.5
240,58,1219,2014,74.0,1,2.75
240,44,821,2012,74.0,1,3.75
241,618,1331,2014,70.0,20,2.75
242,619,1522,2015,72.0,1,3.5
242,620,1522,2015,72.0,1,3.75
242,621,1089,2013,72.0,1,3.75
242,622,1003,2012,72.0,1,3.25
242,623,1007,2012,72.0,1,2.75
242,18,1007,2012,72.0,1,3.0
242,624,1007,2012,72.0,1,3.25
243,338,1844,2016,70.0,47,3.75
243,21,1848,2016,70.0,47,3.5
243,60,1255,2014,70.0,47,3.75
243,625,1279,2014,85.0,47,3.5
243,626,871,2012,70.0,47,3.25
243,627,871,2012,70.0,47,3.5
243,628,875,2012,70.0,47,3.25
244,629,1896,2016,75.0,1,3.25
244,630,1474,2015,70.0,1,3.5
244,631,1474,2015,62.0,1,3.5
244,53,1478,2015,70.0,1,3.5
244,632,1606,2015,70.0,1,2.75
244,633,1606,2015,70.0,1,3.5
244,634,1606,2015,68.0,1,3.5
244,618,1610,2015,75.0,1,2.75
244,635,1610,2015,72.0,1,3.0
244,636,1634,2015,78.0,1,3.5
245,18,1872,2016,70.0,8,3.0
245,637,1884,2016,70.0,8,2.75
245,247,1884,2016,70.0,8,3.0
246,638,1808,2016,75.0,9,3.25
247,639,1650,2015,85.0,37,3.25
247,387,1650,2015,68.0,37,3.5
247,640,1650,2015,70.0,37,3.75
247,641,1149,2013,75.0,37,3.5
247,642,845,2012,76.0,37,3.5
247,643,845,2012,72.0,37,3.5
247,644,845,2012,70.0,37,3.5
247,387,849,2012,78.0,37,3.5
247,37,895,2012,80.0,37,3.0
247,82,955,2012,74.0,37,3.5
248,645,537,2010,65.0,1,3.0
248,169,544,2010,65.0,1,3.0
248,646,544,2010,65.0,1,3.25
248,647,544,2010,65.0,1,3.5
249,57,1189,2013,74.0,1,2.25
249,57,1189,2013,89.0,1,2.5
250,69,1836,2016,76.0,48,2.75
250,648,1836,2016,82.0,48,3.0
250,213,1836,2016,74.0,48,3.25
251,89,1450,2015,76.0,1,3.0
251,202,1450,2015,74.0,1,3.25
251,649,1359,2014,75.0,1,3.75
251,650,959,2012,73.0,1,3.5
251,11,999,2012,72.0,1,2.5
251,17,999,2012,73.0,1,2.75
251,651,672,2011,72.0,1,3.5
251,652,701,2011,76.0,1,3.0
251,653,709,2011,70.0,1,3.0
251,654,713,2011,81.0,1,2.75
251,655,773,2011,70.0,1,3.5
251,16,777,2011,71.0,1,2.75
251,247,777,2011,75.0,1,3.0
251,44,777,2011,73.0,1,3.25
251,656,777,2011,74.0,1,3.75
251,199,572,2010,81.0,1,2.75
251,657,572,2010,75.0,1,3.0
251,658,572,2010,70.0,1,3.25
252,659,1177,2013,72.0,13,3.5
252,660,1177,2013,68.0,13,4.0
252,661,1177,2013,74.0,13,4.0
252,193,1181,2013,70.0,13,3.75
253,87,1367,2014,70.0,1,3.25
253,68,1367,2014,70.0,1,3.25
253,196,1430,2014,82.0,1,3.25
253,662,1430,2014,63.0,1,3.5
254,504,1728,2016,72.0,1,3.0
255,20,1287,2014,70.0,1,2.5
255,58,1287,2014,70.0,1,2.75
255,56,1287,2014,70.0,1,3.0
255,663,1291,2014,70.0,1,3.0
255,57,1291,2014,70.0,1,3.5
256,11,837,2012,80.0,44,2.5
256,11,841,2012,72.0,44,2.5
257,664,1494,2015,80.0,49,2.75
257,664,1494,2015,70.0,49,3.0
257,535,1347,2014,80.0,49,3.25
257,535,1347,2014,70.0,49,3.5
257,665,1351,2014,70.0,49,3.25
257,665,1351,2014,80.0,49,3.5
258,666,1267,2014,70.0,46,3.0
258,667,1267,2014,72.0,46,3.5
259,668,1688,2015,70.0,25,3.5
260,669,963,2012,66.0,0,3.75
260,670,117,2007,66.0,0,3.5
260,671,135,2007,67.0,0,3.5
260,672,24,2006,60.0,0,2.0
260,673,24,2006,85.0,0,2.0
260,674,24,2006,70.0,0,3.0
260,675,24,2006,67.0,0,4.0
260,676,24,2006,65.0,0,4.0
260,677,24,2006,64.0,0,4.0
260,678,81,2006,99.0,0,2.0
261,87,1490,2015,80.0,1,3.5
261,679,1490,2015,70.0,1,3.5
261,86,1490,2015,75.0,1,3.75
261,680,1490,2015,75.0,1,3.75
261,73,1538,2015,75.0,1,3.25
261,681,1538,2015,70.0,1,3.5
261,149,1117,2013,75.0,1,2.5
261,56,1117,2013,80.0,1,3.25
261,108,887,2012,65.0,1,1.5
261,69,887,2012,75.0,1,2.0
261,682,887,2012,70.0,1,2.5
262,53,1073,2013,70.0,1,2.5
262,53,825,2012,70.0,1,3.5
263,53,607,2010,67.0,1,2.75
263,53,607,2010,77.0,1,2.75
264,683,1920,2016,70.0,21,3.5
265,684,1880,2016,75.0,11,3.75
265,685,1626,2015,70.0,11,3.5
266,213,955,2012,65.0,20,2.5
267,686,1026,2013,73.0,1,3.25
267,687,1030,2013,72.0,1,3.0
267,688,607,2010,67.0,1,2.75
268,149,1614,2015,70.0,1,3.0
268,689,1618,2015,70.0,1,2.75
268,21,1618,2015,70.0,1,3.25
269,408,661,2011,70.0,50,2.75
269,690,661,2011,70.0,50,2.75
269,691,772,2011,70.0,50,3.25
270,86,1812,2016,72.0,9,3.5
271,692,1391,2014,70.0,13,3.25
272,233,1654,2015,70.0,3,3.25
272,233,1654,2015,63.0,3,3.5
272,233,1658,2015,85.0,3,3.5
273,249,1462,2015,70.0,1,3.5
273,249,1462,2015,80.0,1,3.5
274,693,1896,2016,68.0,1,2.75
274,694,1896,2016,71.0,1,2.75
274,695,1900,2016,68.0,1,2.75
274,696,1900,2016,80.0,1,3.0
275,697,1049,2013,58.0,23,2.5
275,697,1049,2013,70.0,23,3.0
276,460,1046,2013,70.0,51,3.75
276,276,1133,2013,78.0,51,3.75
276,63,867,2012,71.0,51,2.5
277,249,1379,2014,70.0,51,3.25
277,17,1399,2014,75.0,51,2.75
277,698,1399,2014,70.0,51,3.0
278,699,1007,2013,85.0,1,3.5
279,21,1403,2014,72.0,1,2.25
279,504,1403,2014,70.0,1,2.5
279,11,1403,2014,73.5,1,2.5
279,52,1403,2014,70.0,1,3.5
280,16,531,2010,70.0,15,2.5
280,700,230,2008,67.0,15,3.75
280,459,135,2007,73.0,15,1.0
280,325,15,2006,73.0,15,2.0
280,231,15,2006,75.0,15,2.75
280,51,24,2006,71.0,15,3.0
281,199,1526,2015,72.0,1,2.25
281,184,1526,2015,72.0,1,2.75
281,701,1526,2015,72.0,1,3.0
281,196,1526,2015,72.0,1,3.0
282,21,1022,2013,75.0,1,2.75
282,53,1022,2013,75.0,1,3.5
283,52,1295,2014,75.0,1,3.0
283,702,1299,2014,75.0,1,3.0
283,113,1299,2014,75.0,1,3.25
284,58,837,2012,70.0,1,3.0
284,53,841,2012,70.0,1,3.0
285,703,931,2012,70.0,50,3.0
285,704,935,2012,75.0,52,2.75
285,705,935,2012,80.0,50,3.25
286,706,1454,2015,70.0,1,3.75
286,707,1458,2015,70.0,1,2.75
286,708,1458,2015,70.0,1,3.0
286,709,1458,2015,70.0,1,3.5
286,149,1470,2015,70.0,1,3.75
287,710,1876,2016,70.0,11,3.5
288,62,478,2010,70.0,1,2.5
289,711,1638,2015,70.0,53,3.75
289,712,1638,2015,70.0,53,3.75
